#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
real_insult;Insulted;Insulté;;;Insultado;;;;;;;;;x
EVTDESCcouncillor.3;[From.GetTitledFirstNameNoRegnal] has gone against the will of the council, despite its right to vote on diplomatic matters. The council had decided to issue a command to [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] to cease [FromFrom.GetHerHis] war of aggression against [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName], but [From.GetTitledFirstNameNoRegnal] blocked this motion.;[From.GetTitledFirstNameNoRegnal] est allé contre la volonté du conseil, malgré les droits de ce dernier en matière diplomatique. Le conseil a décidé d'envoyer un ordre de cessation d'agression de la part de [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] envers [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName], mais [From.GetTitledFirstNameNoRegnal] bloque cette motion.;;;[From.GetTitledFirstNameNoRegnal] ha actuado en contra de la voluntad del Consejo, a pesar de los derechos que cuenta en materia diplomática. El Consejo ha decicido enviar una orden de cese de agresión por parte de [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] contra [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName], pero [From.GetTitledFirstNameNoRegnal] bloquea la moción.;;;;;;;;;x
EVTOPTAcouncillor.3;This is an affront to the council's rights!;Ceci est un affront des droits du conseil;;;Esto es una afrenta a los derechos del Consejo;;;;;;;;;x
EVTDESCcouncillor.4;[From.GetTitledFirstNameNoRegnal] has gone against the will of the council, despite its right to vote on diplomatic matters. The council had decided against issuing a command to [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] to cease [FromFrom.GetHerHis] war of aggression against [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName], but [From.GetTitledFirstNameNoRegnal] blocked this motion and issued the command anyway.;[From.GetTitledFirstNameNoRegnal] est allé contre la volonté du conseil, malgré les droits de ce dernier en matière diplomatique. Le conseil a décidé de ne pas envoyer d'ordre de cessation d'agression de la part de [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] envers [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName], mais [From.GetTitledFirstNameNoRegnal] bloque cette motion.;;;[From.GetTitledFirstNameNoRegnal] ha actuado en contra de la voluntad del Consejo, a pesar de los derechos que cuenta en materia diplomática. El Consejo ha decicido no enviar una orden de cese de agresión por parte de [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] contra [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName], pero [From.GetTitledFirstNameNoRegnal] bloquea la moción.;;;;;;;;;x
EVTOPTAcouncillor.4;[From.GetSheHeCap] should not disregard the council like this;[From.GetSheHeCap] ne devrait pas mépriser le conseil;;;[From.GetSheHeCap] no debería despreciar al Consejo;;;;;;;;;x
EVTDESCinteraction.2099;[Root.GetTitle] [Root.GetFirstName], as per the laws of [From.PrimaryTitle.GetName], the council has taken a vote on whether to command [From.GetFirstNameWithDynasty] to cease [From.GetHerHis] war against you. I regret to inform you that the council voted against this motion, and so you are now on your own.\n\nRegards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], de par les lois de [From.PrimaryTitle.GetName], le conseil a voté au sujet de l'envoi d'un ordre exigeant que [From.GetFirstNameWithDynasty] arrête de guerroyer contre vous. J'ai le regret de vous informer que le conseil a voté contre cette motion et que nous ne sommes pas en mesure de vous aider.\n\nCordialement,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], como establecen las leyes de [From.PrimaryTitle.GetName], el Consejo ha votado sobre el envío de una orden de cese de agresión para que [From.GetFirstNameWithDynasty] detenga la guerra entre vosotros. Lamento informarle de que el Consejo ha votado en contra de esta moción y que no estamos capacitados para ayudarle.\n\nCordialmente,\n[From.GetTitle] [From.GetFirstName] de la Casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAinteraction.2099;Why would the council ignore my plight?;Pourquoi le conseil ignore-t-il ma détresse?;;;Por qué el Consejo hace caso omiso a mi angustia?;;;;;;;;;x
disinherit_child;Disinherit [Root.GetTitledFirstNameNoRegnal];Déshériter [Root.GetTitledFirstNameNoRegnal];;;;;;;;;;;;x
disinherit_child_desc;Disinherit [Root.GetTitledFirstNameNoRegnal];Déshériter [Root.GetTitledFirstNameNoRegnal];;;;;;;;;;;;x
send_to_the_citadel;Send to The Citadel;Envoyez-le à la Citadelle;;;;;;;;;;;;x
send_to_the_citadel_desc;Send [Root.GetTitledFirstNameNoRegnal] to The Citadel to train as a Maester;Envoyez [Root.GetTitledFirstNameNoregnal] à la Citadelle pour faire de lui un Mestre;;;;;;;;;;;;x
opinion_sent_me_to_the_citadel;Sent Me To The Citadel;Envoyez-moi à la Citadelle;;;;;;;;;;;;x
abdicate_decision;Abdicate;Abdiquer;;;;;;;;;;;;x
abdicate_decision_desc;Abdicate your lands and titles to your heir;Abdiquer vos terres et vos titres en faveur de votre héritier;;;;;;;;;;;;x
divorce_rel_head;Divorce;Divorcer;;;;;;;;;;;;x
divorce_rel_head_desc;Use your powers as leader of your religion to divorce [Root.GetTitledFirstName];Utiliser votre pouvoir de dirigeant religieux pour prononcer le divorce de [Root.GetTitledFirstName];;;;;;;;;;;;x
TOOLTIPinteraction.10TRAITOR;Due to the level of crown authority, [This.GetTitledFirstNameNoRegnal] will have the authority to brand you a §Rtraitor§!.\n;;;;;;;;;;;;;x
TOOLTIPinteraction.10NOTRAITOR;Due to the level of crown authority, [This.GetTitledFirstNameNoRegnal]'s letter is merely advisory.\n;;;;;;;;;;;;;x
EVTOPTEinteraction.10;I'll use my leverage on [From.GetTitledFirstNameNoRegnal] to prevent this inconvenience;;;;;;;;;;;;;x
TOOLTIPinteraction.2198;You use the favor [This.GetTitledFirstNameNoRegnal] owes you to have this command rescinded;;;;;;;;;;;;;x
EVTDESCinteraction.2198;[Root.PrimaryTitle.GetFOA], I would like to remind you what a faithful servant I have been to you, and urge you to take this favour into account and reconsider your position on my just conflict.\n\nSigned,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];;;;;;;;;;;;;x
EVTOPTAinteraction.2198;I cannot ignore this leverage [From.GetTitledFirstNameNoRegnal] has upon me;;;;;;;;;;;;;x
EVTDESCinteraction.2199;[Root.GetTitle] [Root.GetFirstName], Whilst I assure you that you have my support against the aggression of [From.GetFirstNameWithDynasty], I am afraid I am powerless to stop [From.GetHerHim]. [From.GetSheHeCap] has evaded my requests to cease hostilities, and so you are now on your own.\n\nRegards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], je peux vous assurer de mon soutien face à votre aggresseur [From.GetFirstNameWithDynasty], mais j'ai bien peur de ne pas avoir les forces nécessaires pour l'arrêter. [From.GetSheHeCap] a ignoré mes requêtes visant à mettre fin aux hostilités, vous êtes donc désormais tout seul.\n\nCordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], puedo asegurar mi apoyo contra vuestro agresor [From.GetFirstNameWithDynasty], pero no tengo las fuerzas necesarias para detenerlo. [From.GetSheHeCap] ha ignorado mis requerimientos para que ponga fin a las hostilidades, estáis solo.\n\nCordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAinteraction.2199;I suspect treachery...;;;;;;;;;;;;;x
gift_artifact;Gift Artifact;;;;;;;;;;;;;x
gift_artifact_desc;Gift [Root.GetTitledFirstName] one of your artifacts.;;;;;;;;;;;;;x
EVTTOOLTIPgift_artifact;Select which artifact to gift to [Root.GetTitledFirstName];;;;;;;;;;;;;x
EVTDESC_gift_artifact_1;Which artifact do you wish to gift to [artifact_recipient.GetTitledFirstName]?;;;;;;;;;;;;;x
EVTOPTA_gift_artifact_1;Maybe one of my other ones;;;;;;;;;;;;;x
EVTOPTB_gift_artifact_1;This one shall be of use to [artifact_recipient.GetHerHim];;;;;;;;;;;;;x
EVTOPTC_gift_artifact_1;I think this one would be best for [artifact_recipient.GetHerHim];;;;;;;;;;;;;x
EVTOPTD_gift_artifact_1;They are deserving of this artifact;;;;;;;;;;;;;x
EVTDESC_gift_artifact_3;[Root.GetTitledFirstName],\nI have decided to give to you one of my artifacts in the hopes that you will find more use for it than I ever did, it should be delivered alongside this letter and I hope you enjoy this gift.\n\nYour [From.GetRootRelation] [From.GetTitledFirstName];;;;;;;;;;;;;x
EVTOPTA_gift_artifact_3;Thank you!;;;;;;;;;;;;;x
EVTDESCinteraction.899;The war inflicted on [interaction_liege.PrimaryTitle.GetName] has ended, but my own domains are still under attack by the forces of [interaction_8_aggressor.GetTitledFirstNameWithDynastyAndTitleNoRegnal]. Perhaps I should ask [interaction_liege.GetTitledFirstNameNoRegnal] to intervene on my behalf?;;;;;;;;;;;;;x
EVTOPTAinteraction.899;Yes, it is the prudent thing to do;;;;;;;;;;;;;x
EVTOPTBinteraction.899;No, I can handle this myself;;;;;;;;;;;;;x
